Tracker;Status;Priority;Subject;Category;Estimated time;Description;Caratteristica di riferimento;id;assegnatario;tempo impiegato;hash commit;commento
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9X Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 100;startOffset: 103;endOffset: 108;endLine: 100";Maintenance (Code Smells);1705;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8E_1 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 100;startOffset: 9;endOffset: 25;endLine: 100";Maintenance (Code Smells);1706;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9Y Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 104;startOffset: 89;endOffset: 94;endLine: 104";Maintenance (Code Smells);1707;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9Z Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 104;startOffset: 75;endOffset: 80;endLine: 104";Maintenance (Code Smells);1708;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9a Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 104;startOffset: 47;endOffset: 52;endLine: 104";Maintenance (Code Smells);1709;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9b Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 104;startOffset: 118;endOffset: 128;endLine: 104";Maintenance (Code Smells);1710;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9c Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 104;startOffset: 103;endOffset: 108;endLine: 104";Maintenance (Code Smells);1711;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9d Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 104;startOffset: 61;endOffset: 66;endLine: 104";Maintenance (Code Smells);1712;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9e Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 104;startOffset: 33;endOffset: 38;endLine: 104";Maintenance (Code Smells);1713;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8E_2 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 104;startOffset: 9;endOffset: 25;endLine: 104";Maintenance (Code Smells);1714;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9f Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 138;endOffset: 149;endLine: 108";Maintenance (Code Smells);1715;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9g Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 118;endOffset: 128;endLine: 108";Maintenance (Code Smells);1716;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9h Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 89;endOffset: 94;endLine: 108";Maintenance (Code Smells);1717;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9i Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 103;endOffset: 108;endLine: 108";Maintenance (Code Smells);1718;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9j Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 33;endOffset: 38;endLine: 108";Maintenance (Code Smells);1719;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9k Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 75;endOffset: 80;endLine: 108";Maintenance (Code Smells);1720;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9l Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 47;endOffset: 52;endLine: 108";Maintenance (Code Smells);1721;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9m Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 61;endOffset: 66;endLine: 108";Maintenance (Code Smells);1722;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8E_3 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 9;endOffset: 25;endLine: 108";Maintenance (Code Smells);1723;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S107:  ""Method has 8 parameters which is greater than 7 authorized.""";MAJOR;20min;"Key: AYiMxjDpXwWVr5mP8E_y Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 108;startOffset: 9;endOffset: 25;endLine: 108";Maintenance (Code Smells);1724;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8E_4 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 145;startOffset: 5;endOffset: 6;endLine: 145";Maintenance (Code Smells);1725;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8E_5 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 147;startOffset: 9;endOffset: 32;endLine: 147";Maintenance (Code Smells);1726;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8E_6 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 152;startOffset: 12;endOffset: 35;endLine: 152";Maintenance (Code Smells);1727;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8E_7 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 159;startOffset: 9;endOffset: 25;endLine: 159";Maintenance (Code Smells);1728;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8E_8 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 170;startOffset: 5;endOffset: 6;endLine: 170";Maintenance (Code Smells);1729;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8E_9 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 172;startOffset: 9;endOffset: 34;endLine: 172";Maintenance (Code Smells);1730;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8E_- Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 181;startOffset: 5;endOffset: 6;endLine: 181";Maintenance (Code Smells);1731;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8E__ Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 183;startOffset: 9;endOffset: 19;endLine: 183";Maintenance (Code Smells);1732;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAA Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 203;startOffset: 5;endOffset: 6;endLine: 203";Maintenance (Code Smells);1733;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8FAB Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 205;startOffset: 9;endOffset: 20;endLine: 205";Maintenance (Code Smells);1734;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAC Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 213;startOffset: 5;endOffset: 6;endLine: 213";Maintenance (Code Smells);1735;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8FAD Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 215;startOffset: 9;endOffset: 21;endLine: 215";Maintenance (Code Smells);1736;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAE Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 218;startOffset: 5;endOffset: 6;endLine: 218";Maintenance (Code Smells);1737;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8FAF Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 220;startOffset: 9;endOffset: 24;endLine: 220";Maintenance (Code Smells);1738;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAG Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 223;startOffset: 5;endOffset: 6;endLine: 223";Maintenance (Code Smells);1739;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8FAH Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 225;startOffset: 9;endOffset: 26;endLine: 225";Maintenance (Code Smells);1740;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAI Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 228;startOffset: 5;endOffset: 6;endLine: 228";Maintenance (Code Smells);1741;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8FAJ Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 230;startOffset: 9;endOffset: 37;endLine: 230";Maintenance (Code Smells);1742;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAK Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 238;startOffset: 5;endOffset: 6;endLine: 238";Maintenance (Code Smells);1743;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAL Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 251;startOffset: 5;endOffset: 6;endLine: 251";Maintenance (Code Smells);1744;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAM Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 280;startOffset: 5;endOffset: 6;endLine: 280";Maintenance (Code Smells);1745;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAN Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 320;startOffset: 5;endOffset: 6;endLine: 320";Maintenance (Code Smells);1746;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8FAO Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 322;startOffset: 12;endOffset: 25;endLine: 322";Maintenance (Code Smells);1747;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1066:  ""Merge this if statement with the enclosing one.""";MAJOR;5min;"Key: AYiMxjDoXwWVr5mP8E9R Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 326;startOffset: 12;endOffset: 14;endLine: 326";Maintenance (Code Smells);1748;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAP Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 332;startOffset: 5;endOffset: 6;endLine: 332";Maintenance (Code Smells);1749;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8FAQ Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 334;startOffset: 12;endOffset: 21;endLine: 334";Maintenance (Code Smells);1750;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjDpXwWVr5mP8FAR Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 341;startOffset: 5;endOffset: 6;endLine: 341";Maintenance (Code Smells);1751;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9n Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 343;startOffset: 38;endOffset: 47;endLine: 343";Maintenance (Code Smells);1752;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9o Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 343;startOffset: 54;endOffset: 80;endLine: 343";Maintenance (Code Smells);1753;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9p Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 343;startOffset: 24;endOffset: 31;endLine: 343";Maintenance (Code Smells);1754;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDpXwWVr5mP8FAS Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 343;startOffset: 9;endOffset: 16;endLine: 343";Maintenance (Code Smells);1755;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjDoXwWVr5mP8E9q Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASheader.java - startLine: 347;startOffset: 38;endOffset: 47;endLine: 347";Maintenance (Code Smells);1756;Claudia Stallone;;;"questa issue è stata fixata implicitamente nell' hash 3bb143206fb7a1f438df7f56d1c637e7a30335c4 ; poiché è stata risolta primaun' altra issue ""critical"""
